0.00104999	3000
0.00121399	3000
0.00137798	3000
0.00154198	3000
0.00170598	3000
0.00186998	3000
0.00203398	3000
0.00219797	3000
0.00236197	3000
0.00252597	3000
0.00268996	3000
0.00285396	3000
0.00301796	3000
0.00318195	3000
0.00334595	3000
0.00350995	3000
0.00367394	3000
0.00383794	3000
0.00400194	3000
0.00416593	3000
0.00432993	3000
0.00449392	3000
0.00465792	3000
0.00482192	3000
0.00498591	3000
0.00514991	3000
0.0053139	3000
0.0054779	3000
0.00564189	3000
0.00580589	3000
0.00596988	3000
0.00613387	3000
0.00629787	3000
0.00646186	3000
0.00662586	3000
0.00678985	3000
0.00695385	3000
0.00711784	3000
0.00728183	3000
0.00744583	3000
0.00760982	3000
0.00777381	3000
0.00793781	3000
0.0081018	3000
0.00826579	3000
0.00842978	3000
0.00859378	3000
0.00875777	3000
0.00892176	3000
0.00908575	3000
0.00924975	3000
0.00941374	3000
0.00957773	3000
0.00974172	3000
0.00990571	3000
0.0100697	3000
0.0102337	3000
0.0103977	3000
0.0105617	3000
0.0107257	3000
0.0108897	3000
0.0110537	3000
0.0112176	3000
0.0113816	3000
0.0115456	3000
0.0117096	3000
0.0118736	3000
0.0120376	3000
0.0122016	3000
0.0123656	3000
0.0125296	3000
0.0126936	3000
0.0128575	3000
0.0130215	3000
0.0131855	3000
0.0133495	3000
0.0135135	3000
0.0136775	3000
0.0138415	3000
0.0140055	3000
0.0141695	3000
0.0143334	3000
0.0144974	3000
0.0146614	3000
0.0148254	3000
0.0149894	3000
0.0151534	3000
0.0153174	3000
0.0154814	3000
0.0156453	3000
0.0158093	3000
0.0159733	3000
0.0161373	3000
0.0163013	3000
0.0164653	3000
0.0166293	3000
0.0167932	3000
0.0169572	3000
0.0171212	2945.92
0.0172852	3093.43
0.0174492	3420.3
0.0176132	3391.03
0.0177772	3540.99
0.0179412	3238.02
0.0181051	2917.09
0.0182691	2904
0.0184331	2796.86
0.0185971	2413.08
0.0187611	2147.37
0.0189251	2254.89
0.019089	2246.1
0.019253	2284.33
0.019417	2266.05
0.019581	1976.55
0.019745	1816.91
0.019909	2161.27
0.020073	2139.3
0.0202369	2484.03
0.0204009	2584.84
0.0205649	2830.21
0.0207289	3040.74
0.0208929	3043.88
0.0210569	3274.77
0.0212208	3175.1
0.0213848	2954.96
0.0215488	2802.92
0.0217128	2836.91
0.0218768	2620.1
0.0220407	2778.9
0.0222047	2543.24
0.0223687	2686.2
0.0225327	2357.83
0.0226967	2381.36
0.0228607	2569.27
0.0230246	2839.46
0.0231886	3227.63
0.0233526	3858.43
0.0235166	5504.04
0.0236806	7730.57
0.0238445	10214.1
0.0240085	12685.9
0.0241725	14120.3
0.0243365	14166.4
0.0245005	12500.5
0.0246645	9440.46
0.0248284	7288.74
0.0249924	5657.97
0.0251564	3967.4
0.0253204	3831.25
0.0254844	3763.4
0.0256483	4449.59
0.0258123	5494.56
0.0259763	7473.11
0.0261403	8610.16
0.0263043	10287.6
0.0264682	10954.5
0.0266322	10105.7
0.0267962	9312.93
0.0269602	8309.29
0.0271241	7155.78
0.0272881	6379.64
0.0274521	5853.06
0.0276161	5102.41
0.0277801	4711.66
0.027944	3658.89
0.028108	3129.42
0.028272	2744.43
0.028436	2716.88
0.0285999	2467.2
0.0287639	2275.48
0.0289279	2303.72
0.0290919	1999.79
0.0292559	2266.7
0.0294198	2060.07
0.0295838	2383.03
0.0297478	2437.9
0.0299118	2138.49
0.0300757	2457.45
0.0302397	2479.84
0.0304037	2461.74
0.0305677	2135.48
0.0307316	2413.34
0.0308956	2821.45
0.0310596	2744.12
0.0312236	2973.96
0.0313875	3103.24
0.0315515	3479.11
0.0317155	4072.78
0.0318795	4762.82
0.0320434	5371
0.0322074	5154.96
0.0323714	5146.43
0.0325354	5113.07
0.0326993	5098.41
0.0328633	5359.28
0.0330273	5515.48
0.0331913	5498.84
0.0333552	5624.23
0.0335192	5207.93
0.0336832	4761.05
0.0338472	4365.75
0.0340111	3583.02
0.0341751	3706.04
0.0343391	3566.92
0.0345031	3155.76
0.034667	3531.26
0.034831	3215.54
0.034995	3464.5
0.0351589	3385.94
0.0353229	3508.49
0.0354869	3538.27
0.0356509	3664.5
0.0358148	3735.68
0.0359788	4340.51
0.0361428	4734.74
0.0363067	4485.74
0.0364707	4815.8
0.0366347	4905.14
0.0367987	4743.58
0.0369626	4584.69
0.0371266	4762.84
0.0372906	5095.22
0.0374545	5242.8
0.0376185	5475.21
0.0377825	5085.11
0.0379465	5311.26
0.0381104	5148.08
0.0382744	5744.05
0.0384384	5790.2
0.0386023	6231.81
0.0387663	6153.12
0.0389303	6010
0.0390942	6612.69
0.0392582	6814.93
0.0394222	6505.42
0.0395862	7065.5
0.0397501	7452.02
0.0399141	7664.61
0.0400781	8040.75
0.040242	7972.54
0.040406	8493.14
0.040570	8861.61
0.0407339	9185.91
0.0408979	9485.41
0.0410619	9331.49
0.0412258	10012.7
0.0413898	10335.7
0.0415538	10957.9
0.0417177	11290.1
0.0418817	11897.1
0.0420457	11866.8
0.0422096	12345.4
0.0423736	13853.9
0.0425376	13949.4
0.0427015	14847.1
0.0428655	15673.1
0.0430295	16827.4
0.0431934	17843.1
0.0433574	19417.8
0.0435214	18703.3
0.0436853	19671.1
0.0438493	18708.5
0.0440133	18205.3
0.0441772	17893.2
0.0443412	16953.4
0.0445052	17504.6
0.0446691	17580.7
0.0448331	17962.7
0.0449971	18196.8
0.045161	18000.1
0.045325	18072.8
0.045489	18864.7
0.0456529	19066.6
0.0458169	20220.6
0.0459809	20117.4
0.0461448	21739.6
0.0463088	22104.6
